Year,Season,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,PTS,Diff,3pt_attempt_pct,year2,season_team,avg_3pt_attempted_per_game,avg_2pt_att_per_game,avg_fg_per_game
1993,1992-93,New Jersey Nets,82,19780,3272,7084,46%,155,488,32%,3117,6596,47%,8431,-6108,7%,92-93,92-93 New Jersey Nets,5.951219512,80.43902439,86.3902439
1993,1992-93,Milwaukee Bucks,82,19730,3268,6924,47%,312,936,33%,2956,5988,49%,8392,-5052,14%,92-93,92-93 Milwaukee Bucks,11.41463415,73.02439024,84.43902439
1993,1992-93,Washington Bullets,82,19805,3302,7065,47%,174,578,30%,3128,6487,48%,8353,-5909,8%,92-93,92-93 Washington Bullets,7.048780488,79.1097561,86.15853659
1993,1992-93,New York Knicks,82,19930,3209,6898,47%,193,604,32%,3016,6294,48%,8328,-5690,9%,92-93,92-93 New York Knicks,7.365853659,76.75609756,84.12195122
1993,1992-93,Detroit Pistons,82,19780,3267,7211,45%,292,908,32%,2975,6303,47%,8252,-5395,13%,92-93,92-93 Detroit Pistons,11.07317073,76.86585366,87.93902439
1993,1992-93,Dallas Mavericks,82,19730,3164,7271,44%,283,837,34%,2881,6434,45%,8141,-5597,12%,92-93,92-93 Dallas Mavericks,10.20731707,78.46341463,88.67073171
1993,1992-93,Minnesota Timberwolves,82,19855,3043,6529,47%,166,569,29%,2877,5960,48%,8046,-5391,9%,92-93,92-93 Minnesota Timberwolves,6.93902439,72.68292683,79.62195122
1992,1991-92,Golden State Warriors,82,19880,3767,7427,51%,254,763,33%,3513,6664,53%,9732,-5901,10%,91-92,91-92 Golden State Warriors,9.304878049,81.26829268,90.57317073
1992,1991-92,Indiana Pacers,82,19955,3498,7079,49%,333,940,35%,3165,6139,52%,9197,-5199,13%,91-92,91-92 Indiana Pacers,11.46341463,74.86585366,86.32926829
1992,1991-92,Phoenix Suns,82,19805,3553,7219,49%,227,596,38%,3326,6623,50%,9194,-6027,8%,91-92,91-92 Phoenix Suns,7.268292683,80.76829268,88.03658537
1992,1991-92,Portland Trail Blazers,82,19880,3476,7352,47%,325,944,34%,3151,6408,49%,9135,-5464,13%,91-92,91-92 Portland Trail Blazers,11.51219512,78.14634146,89.65853659
1992,1991-92,Chicago Bulls,82,19830,3643,7168,51%,138,454,30%,3505,6714,52%,9011,-6260,6%,91-92,91-92 Chicago Bulls,5.536585366,81.87804878,87.41463415
1992,1991-92,Charlotte Hornets,82,19805,3613,7568,48%,117,369,32%,3496,7199,49%,8980,-6830,5%,91-92,91-92 Charlotte Hornets,4.5,87.79268293,92.29268293
1992,1991-92,Cleveland Cavaliers,82,19805,3427,7025,49%,253,708,36%,3174,6317,50%,8926,-5609,10%,91-92,91-92 Cleveland Cavaliers,8.634146341,77.03658537,85.67073171
1992,1991-92,Utah Jazz,82,19880,3379,6866,49%,158,458,35%,3221,6408,50%,8877,-5950,7%,91-92,91-92 Utah Jazz,5.585365854,78.14634146,83.73170732
1992,1991-92,Boston Celtics,82,19780,3543,7196,49%,110,359,31%,3433,6837,50%,8745,-6478,5%,91-92,91-92 Boston Celtics,4.37804878,83.37804878,87.75609756
1992,1991-92,Seattle SuperSonics,82,19855,3380,7128,47%,205,647,32%,3175,6481,49%,8737,-5834,9%,91-92,91-92 Seattle SuperSonics,7.890243902,79.03658537,86.92682927
1992,1991-92,Atlanta Hawks,82,19905,3492,7476,47%,210,671,31%,3282,6805,48%,8711,-6134,9%,91-92,91-92 Atlanta Hawks,8.182926829,82.98780488,91.17073171
1992,1991-92,New Jersey Nets,82,19780,3473,7580,46%,224,670,33%,3249,6910,47%,8641,-6240,9%,91-92,91-92 New Jersey Nets,8.170731707,84.26829268,92.43902439
1992,1991-92,Milwaukee Bucks,82,19880,3321,7216,46%,371,1005,37%,2950,6211,48%,8609,-5206,14%,91-92,91-92 Milwaukee Bucks,12.25609756,75.74390244,88
1992,1991-92,Miami Heat,82,19830,3256,7061,46%,257,751,34%,2999,6310,48%,8608,-5559,11%,91-92,91-92 Miami Heat,9.158536585,76.95121951,86.1097561
1992,1991-92,Sacramento Kings,82,19830,3348,7189,47%,238,675,35%,3110,6514,48%,8549,-5839,9%,91-92,91-92 Sacramento Kings,8.231707317,79.43902439,87.67073171
1992,1991-92,San Antonio Spurs,82,19780,3377,7090,48%,118,404,29%,3259,6686,49%,8524,-6282,6%,91-92,91-92 San Antonio Spurs,4.926829268,81.53658537,86.46341463
1992,1991-92,Los Angeles Clippers,82,19830,3347,7076,47%,145,502,29%,3202,6574,49%,8440,-6072,7%,91-92,91-92 Los Angeles Clippers,6.12195122,80.17073171,86.29268293
1992,1991-92,Washington Bullets,82,19855,3364,7301,46%,146,537,27%,3218,6764,48%,8395,-6227,7%,91-92,91-92 Washington Bullets,6.548780488,82.48780488,89.03658537
1992,1991-92,Houston Rockets,82,19880,3273,6894,48%,329,959,34%,2944,5935,50%,8366,-4976,14%,91-92,91-92 Houston Rockets,11.69512195,72.37804878,84.07317073
1992,1991-92,Philadelphia 76ers,82,19755,3187,6761,47%,227,680,33%,2960,6081,49%,8358,-5401,10%,91-92,91-92 Philadelphia 76ers,8.292682927,74.15853659,82.45121951
1992,1991-92,Orlando Magic,82,19705,3220,7102,45%,197,608,32%,3023,6494,47%,8330,-5886,9%,91-92,91-92 Orlando Magic,7.414634146,79.19512195,86.6097561
1992,1991-92,New York Knicks,82,19855,3312,6947,48%,201,618,33%,3111,6329,49%,8328,-5711,9%,91-92,91-92 New York Knicks,7.536585366,77.18292683,84.7195122
1992,1991-92,Minnesota Timberwolves,82,19805,3366,7342,46%,126,394,32%,3240,6948,47%,8237,-6554,5%,91-92,91-92 Minnesota Timberwolves,4.804878049,84.73170732,89.53658537
1992,1991-92,Los Angeles Lakers,82,19830,3183,6977,46%,119,445,27%,3064,6532,47%,8229,-6087,6%,91-92,91-92 Los Angeles Lakers,5.426829268,79.65853659,85.08536585
1992,1991-92,Denver Nuggets,82,19780,3262,7380,44%,126,418,30%,3136,6962,45%,8176,-6544,6%,91-92,91-92 Denver Nuggets,5.097560976,84.90243902,90
1992,1991-92,Detroit Pistons,82,19780,3191,6867,47%,165,526,31%,3026,6341,48%,8113,-5815,8%,91-92,91-92 Detroit Pistons,6.414634146,77.32926829,83.74390244
1992,1991-92,Dallas Mavericks,82,19755,3120,7104,44%,268,797,34%,2852,6307,45%,8007,-5510,11%,91-92,91-92 Dallas Mavericks,9.719512195,76.91463415,86.63414634
1991,1990-91,Denver Nuggets,82,19730,3901,8868,44%,300,1059,28%,3601,7809,46%,9828,-6750,12%,90-91,90-91 Denver Nuggets,12.91463415,95.23170732,108.1463415
1991,1990-91,Golden State Warriors,82,19805,3566,7346,49%,270,801,34%,3296,6545,50%,9564,-5744,11%,90-91,90-91 Golden State Warriors,9.768292683,79.81707317,89.58536585
1991,1990-91,Portland Trail Blazers,82,19905,3577,7369,49%,341,904,38%,3236,6465,50%,9407,-5561,12%,90-91,90-91 Portland Trail Blazers,11.02439024,78.84146341,89.86585366
1991,1990-91,Phoenix Suns,82,19730,3573,7199,50%,138,432,32%,3435,6767,51%,9348,-6335,6%,90-91,90-91 Phoenix Suns,5.268292683,82.52439024,87.79268293
1991,1990-91,Indiana Pacers,82,19805,3450,6994,49%,249,749,33%,3201,6245,51%,9159,-5496,11%,90-91,90-91 Indiana Pacers,9.134146341,76.15853659,85.29268293
1991,1990-91,Boston Celtics,82,19805,3695,7214,51%,109,346,32%,3586,6868,52%,9145,-6522,5%,90-91,90-91 Boston Celtics,4.219512195,83.75609756,87.97560976
1991,1990-91,Chicago Bulls,82,19755,3632,7125,51%,155,424,37%,3477,6701,52%,9024,-6277,6%,90-91,90-91 Chicago Bulls,5.170731707,81.7195122,86.8902439
1991,1990-91,Atlanta Hawks,82,19755,3349,7223,46%,271,836,32%,3078,6387,48%,9003,-5551,12%,90-91,90-91 Atlanta Hawks,10.19512195,77.8902439,88.08536585
1991,1990-91,San Antonio Spurs,82,19830,3409,6988,49%,81,297,27%,3328,6691,50%,8782,-6394,4%,90-91,90-91 San Antonio Spurs,3.62195122,81.59756098,85.2195122
1991,1990-91,Houston Rockets,82,19855,3403,7287,47%,316,989,32%,3087,6298,49%,8753,-5309,14%,90-91,90-91 Houston Rockets,12.06097561,76.80487805,88.86585366
1991,1990-91,Seattle SuperSonics,82,19880,3500,7117,49%,136,427,32%,3364,6690,50%,8744,-6263,6%,90-91,90-91 Seattle SuperSonics,5.207317073,81.58536585,86.79268293
1991,1990-91,Milwaukee Bucks,82,19855,3337,6948,48%,257,753,34%,3080,6195,50%,8727,-5442,11%,90-91,90-91 Milwaukee Bucks,9.182926829,75.54878049,84.73170732
1991,1990-91,Los Angeles Lakers,82,19830,3343,6911,48%,226,744,30%,3117,6167,51%,8717,-5423,11%,90-91,90-91 Los Angeles Lakers,9.073170732,75.20731707,84.2804878
1991,1990-91,Orlando Magic,82,19780,3298,7256,46%,270,754,36%,3028,6502,47%,8684,-5748,10%,90-91,90-91 Orlando Magic,9.195121951,79.29268293,88.48780488
1991,1990-91,Philadelphia 76ers,82,20080,3289,6925,48%,195,618,32%,3094,6307,49%,8641,-5689,9%,90-91,90-91 Philadelphia 76ers,7.536585366,76.91463415,84.45121951
1991,1990-91,Utah Jazz,82,19780,3214,6537,49%,148,458,32%,3066,6079,50%,8527,-5621,7%,90-91,90-91 Utah Jazz,5.585365854,74.13414634,79.7195122
1991,1990-91,Los Angeles Clippers,82,19805,3391,7315,46%,113,434,26%,3278,6881,48%,8491,-6447,6%,90-91,90-91 Los Angeles Clippers,5.292682927,83.91463415,89.20731707
1991,1990-91,New York Knicks,82,19955,3308,6822,49%,185,558,33%,3123,6264,50%,8455,-5706,8%,90-91,90-91 New York Knicks,6.804878049,76.3902439,83.19512195
1991,1990-91,New Jersey Nets,82,19830,3311,7459,44%,161,586,28%,3150,6873,46%,8441,-6287,8%,90-91,90-91 New Jersey Nets,7.146341463,83.81707317,90.96341463
1991,1990-91,Charlotte Hornets,82,19805,3286,7033,47%,131,417,31%,3155,6616,48%,8428,-6199,6%,90-91,90-91 Charlotte Hornets,5.085365854,80.68292683,85.76829268
1991,1990-91,Miami Heat,82,19780,3280,7139,46%,140,464,30%,3140,6675,47%,8349,-6211,6%,90-91,90-91 Miami Heat,5.658536585,81.40243902,87.06097561
1991,1990-91,Cleveland Cavaliers,82,19830,3259,6857,48%,160,479,33%,3099,6378,49%,8343,-5899,7%,90-91,90-91 Cleveland Cavaliers,5.841463415,77.7804878,83.62195122
1991,1990-91,Washington Bullets,82,19855,3390,7268,47%,55,284,19%,3335,6984,48%,8313,-6700,4%,90-91,90-91 Washington Bullets,3.463414634,85.17073171,88.63414634
1991,1990-91,Detroit Pistons,82,19805,3194,6875,47%,131,440,30%,3063,6435,48%,8205,-5995,6%,90-91,90-91 Detroit Pistons,5.365853659,78.47560976,83.84146341
1991,1990-91,Dallas Mavericks,82,19805,3245,6890,47%,193,600,32%,3052,6290,49%,8195,-5690,9%,90-91,90-91 Dallas Mavericks,7.317073171,76.70731707,84.02439024
1991,1990-91,Minnesota Timberwolves,82,19905,3265,7276,45%,108,381,28%,3157,6895,46%,8169,-6514,5%,90-91,90-91 Minnesota Timberwolves,4.646341463,84.08536585,88.73170732
1991,1990-91,Sacramento Kings,82,19705,3086,6818,45%,216,578,37%,2870,6240,46%,7928,-5662,8%,90-91,90-91 Sacramento Kings,7.048780488,76.09756098,83.14634146
1990,1989-90,Golden State Warriors,82,19705,3489,7208,48%,243,750,32%,3246,6458,50%,9534,-5708,10%,89-90,89-90 Golden State Warriors,9.146341463,78.75609756,87.90243902
1990,1989-90,Phoenix Suns,82,19855,3544,7139,50%,176,543,32%,3368,6596,51%,9423,-6053,8%,89-90,89-90 Phoenix Suns,6.62195122,80.43902439,87.06097561
1990,1989-90,Denver Nuggets,82,19805,3716,8015,46%,228,677,34%,3488,7338,48%,9397,-6661,8%,89-90,89-90 Denver Nuggets,8.256097561,89.48780488,97.74390244
1990,1989-90,Portland Trail Blazers,82,19880,3572,7547,47%,190,565,34%,3382,6982,48%,9365,-6417,7%,89-90,89-90 Portland Trail Blazers,6.890243902,85.14634146,92.03658537
1990,1989-90,Orlando Magic,82,19805,3457,7525,46%,116,393,30%,3341,7132,47%,9090,-6739,5%,89-90,89-90 Orlando Magic,4.792682927,86.97560976,91.76829268
1990,1989-90,Los Angeles Lakers,82,19855,3434,7010,49%,309,841,37%,3125,6169,51%,9079,-5328,12%,89-90,89-90 Los Angeles Lakers,10.25609756,75.23170732,85.48780488
1990,1989-90,Philadelphia 76ers,82,19805,3437,7028,49%,189,543,35%,3248,6485,50%,9039,-5942,8%,89-90,89-90 Philadelphia 76ers,6.62195122,79.08536585,85.70731707
1990,1989-90,Boston Celtics,82,19705,3563,7148,50%,106,404,26%,3457,6744,51%,9023,-6340,6%,89-90,89-90 Boston Celtics,4.926829268,82.24390244,87.17073171
1990,1989-90,Chicago Bulls,82,19830,3531,7090,50%,250,669,37%,3281,6421,51%,8977,-5752,9%,89-90,89-90 Chicago Bulls,8.158536585,78.30487805,86.46341463
1990,1989-90,Indiana Pacers,82,19880,3381,6807,50%,294,770,38%,3087,6037,51%,8962,-5267,11%,89-90,89-90 Indiana Pacers,9.390243902,73.62195122,83.01219512
1990,1989-90,Atlanta Hawks,82,19730,3417,7019,49%,124,411,30%,3293,6608,50%,8901,-6197,6%,89-90,89-90 Atlanta Hawks,5.012195122,80.58536585,85.59756098
1990,1989-90,New York Knicks,82,19830,3434,7089,48%,236,710,33%,3198,6379,50%,8879,-5669,10%,89-90,89-90 New York Knicks,8.658536585,77.79268293,86.45121951
1990,1989-90,Washington Bullets,82,19830,3598,7581,48%,37,197,19%,3561,7384,48%,8832,-7187,3%,89-90,89-90 Washington Bullets,2.402439024,90.04878049,92.45121951
1990,1989-90,Seattle SuperSonics,82,19905,3466,7243,48%,231,650,36%,3235,6593,49%,8769,-5943,9%,89-90,89-90 Seattle SuperSonics,7.926829268,80.40243902,88.32926829
1990,1989-90,Utah Jazz,82,19830,3330,6593,51%,226,630,36%,3104,5963,52%,8760,-5333,10%,89-90,89-90 Utah Jazz,7.682926829,72.7195122,80.40243902
1990,1989-90,Houston Rockets,82,19805,3483,7250,48%,153,491,31%,3330,6759,49%,8752,-6268,7%,89-90,89-90 Houston Rockets,5.987804878,82.42682927,88.41463415
1990,1989-90,San Antonio Spurs,82,19730,3388,6997,48%,54,226,24%,3334,6771,49%,8718,-6545,3%,89-90,89-90 San Antonio Spurs,2.756097561,82.57317073,85.32926829
1990,1989-90,Milwaukee Bucks,82,19830,3380,7146,47%,209,670,31%,3171,6476,49%,8691,-5806,9%,89-90,89-90 Milwaukee Bucks,8.170731707,78.97560976,87.14634146
1990,1989-90,Detroit Pistons,82,19805,3333,6980,48%,177,541,33%,3156,6439,49%,8556,-5898,8%,89-90,89-90 Detroit Pistons,6.597560976,78.52439024,85.12195122
1990,1989-90,Los Angeles Clippers,82,19805,3319,6853,48%,56,230,24%,3263,6623,49%,8509,-6393,3%,89-90,89-90 Los Angeles Clippers,2.804878049,80.76829268,83.57317073
1990,1989-90,Cleveland Cavaliers,82,19880,3214,6977,46%,346,851,41%,2868,6126,47%,8411,-5275,12%,89-90,89-90 Cleveland Cavaliers,10.37804878,74.70731707,85.08536585
1990,1989-90,Dallas Mavericks,82,19855,3246,6831,48%,157,486,32%,3089,6345,49%,8384,-5859,7%,89-90,89-90 Dallas Mavericks,5.926829268,77.37804878,83.30487805
1990,1989-90,Sacramento Kings,82,19755,3305,7056,47%,216,649,33%,3089,6407,48%,8341,-5758,9%,89-90,89-90 Sacramento Kings,7.914634146,78.13414634,86.04878049
1990,1989-90,Miami Heat,82,19730,3383,7345,46%,88,300,29%,3295,7045,47%,8247,-6745,4%,89-90,89-90 Miami Heat,3.658536585,85.91463415,89.57317073
1990,1989-90,Charlotte Hornets,82,19755,3270,7183,46%,205,611,34%,3065,6572,47%,8232,-5961,9%,89-90,89-90 Charlotte Hornets,7.451219512,80.14634146,87.59756098
1990,1989-90,New Jersey Nets,82,19705,3157,7415,43%,140,506,28%,3017,6909,44%,8208,-6403,7%,89-90,89-90 New Jersey Nets,6.170731707,84.25609756,90.42682927
1990,1989-90,Minnesota Timberwolves,82,19855,3067,6876,45%,73,294,25%,2994,6582,46%,7803,-6288,4%,89-90,89-90 Minnesota Timberwolves,3.585365854,80.26829268,83.85365854
1989,1988-89,Phoenix Suns,82,19755,3754,7545,50%,168,481,35%,3586,7064,51%,9727,-6583,6%,88-89,88-89 Phoenix Suns,5.865853659,86.14634146,92.01219512
1989,1988-89,Denver Nuggets,82,19880,3813,8140,47%,228,676,34%,3585,7464,48%,9675,-6788,8%,88-89,88-89 Denver Nuggets,8.243902439,91.02439024,99.26829268
1989,1988-89,New York Knicks,82,19805,3701,7611,49%,386,1147,34%,3315,6464,51%,9567,-5317,15%,88-89,88-89 New York Knicks,13.98780488,78.82926829,92.81707317
1989,1988-89,Golden State Warriors,82,19905,3730,7977,47%,194,629,31%,3536,7348,48%,9558,-6719,8%,88-89,88-89 Golden State Warriors,7.670731707,89.6097561,97.2804878
1989,1988-89,Los Angeles Lakers,82,19805,3584,7143,50%,227,667,34%,3357,6476,52%,9406,-5809,9%,88-89,88-89 Los Angeles Lakers,8.134146341,78.97560976,87.1097561
1989,1988-89,Portland Trail Blazers,82,19830,3695,7795,47%,216,645,34%,3479,7150,49%,9395,-6505,8%,88-89,88-89 Portland Trail Blazers,7.865853659,87.19512195,95.06097561
1989,1988-89,Seattle SuperSonics,82,19780,3564,7478,48%,293,774,38%,3271,6704,49%,9196,-5930,10%,88-89,88-89 Seattle SuperSonics,9.43902439,81.75609756,91.19512195
1989,1988-89,Philadelphia 76ers,82,19780,3500,7201,49%,204,646,32%,3296,6555,50%,9174,-5909,9%,88-89,88-89 Philadelphia 76ers,7.87804878,79.93902439,87.81707317
1989,1988-89,Atlanta Hawks,82,19805,3412,7230,47%,110,397,28%,3302,6833,48%,9102,-6436,5%,88-89,88-89 Atlanta Hawks,4.841463415,83.32926829,88.17073171
1989,1988-89,Boston Celtics,82,19780,3520,7143,49%,78,309,25%,3442,6834,50%,8958,-6525,4%,88-89,88-89 Boston Celtics,3.768292683,83.34146341,87.1097561
1989,1988-89,Milwaukee Bucks,82,19755,3399,7167,47%,179,567,32%,3220,6600,49%,8932,-6033,8%,88-89,88-89 Milwaukee Bucks,6.914634146,80.48780488,87.40243902
1989,1988-89,Cleveland Cavaliers,82,19755,3466,6904,50%,170,474,36%,3296,6430,51%,8923,-5956,7%,88-89,88-89 Cleveland Cavaliers,5.780487805,78.41463415,84.19512195
1989,1988-89,Houston Rockets,82,19855,3412,7196,47%,164,523,31%,3248,6673,49%,8897,-6150,7%,88-89,88-89 Houston Rockets,6.37804878,81.37804878,87.75609756
1989,1988-89,Washington Bullets,82,19855,3519,7591,46%,52,243,21%,3467,7348,47%,8879,-7105,3%,88-89,88-89 Washington Bullets,2.963414634,89.6097561,92.57317073
1989,1988-89,Indiana Pacers,82,19855,3385,6945,49%,202,615,33%,3183,6330,50%,8767,-5715,9%,88-89,88-89 Indiana Pacers,7.5,77.19512195,84.69512195
1989,1988-89,Detroit Pistons,82,19830,3395,6879,49%,120,400,30%,3275,6479,51%,8740,-6079,6%,88-89,88-89 Detroit Pistons,4.87804878,79.01219512,83.8902439
1989,1988-89,Chicago Bulls,82,19780,3448,6968,50%,174,530,33%,3274,6438,51%,8726,-5908,8%,88-89,88-89 Chicago Bulls,6.463414634,78.51219512,84.97560976
1989,1988-89,Los Angeles Clippers,82,19855,3526,7428,48%,54,234,23%,3472,7194,48%,8712,-6960,3%,88-89,88-89 Los Angeles Clippers,2.853658537,87.73170732,90.58536585
1989,1988-89,San Antonio Spurs,82,19755,3469,7409,47%,63,293,22%,3406,7116,48%,8652,-6823,4%,88-89,88-89 San Antonio Spurs,3.573170732,86.7804878,90.35365854
1989,1988-89,Sacramento Kings,82,19780,3362,7351,46%,307,824,37%,3055,6527,47%,8651,-5703,11%,88-89,88-89 Sacramento Kings,10.04878049,79.59756098,89.64634146
1989,1988-89,Utah Jazz,82,19730,3182,6595,48%,114,380,30%,3068,6215,49%,8588,-5835,6%,88-89,88-89 Utah Jazz,4.634146341,75.79268293,80.42682927
1989,1988-89,Charlotte Hornets,82,19780,3426,7430,46%,134,430,31%,3292,7000,47%,8566,-6570,6%,88-89,88-89 Charlotte Hornets,5.243902439,85.36585366,90.6097561
1989,1988-89,New Jersey Nets,82,19805,3333,7226,46%,187,568,33%,3146,6658,47%,8506,-6090,8%,88-89,88-89 New Jersey Nets,6.926829268,81.19512195,88.12195122
1989,1988-89,Dallas Mavericks,82,19780,3244,6917,47%,211,681,31%,3033,6236,49%,8484,-5555,10%,88-89,88-89 Dallas Mavericks,8.304878049,76.04878049,84.35365854
1989,1988-89,Miami Heat,82,19855,3221,7116,45%,97,298,33%,3124,6818,46%,8016,-6520,4%,88-89,88-89 Miami Heat,3.634146341,83.14634146,86.7804878
1988,1987-88,Denver Nuggets,82,19780,3770,7961,47%,192,562,34%,3578,7399,48%,9573,-6837,7%,87-88,87-88 Denver Nuggets,6.853658537,90.23170732,97.08536585
1988,1987-88,Portland Trail Blazers,82,19730,3661,7460,49%,117,380,31%,3544,7080,50%,9518,-6700,5%,87-88,87-88 Portland Trail Blazers,4.634146341,86.34146341,90.97560976
1988,1987-88,Boston Celtics,82,19780,3599,6905,52%,271,705,38%,3328,6200,54%,9315,-5495,10%,87-88,87-88 Boston Celtics,8.597560976,75.6097561,84.20731707
1988,1987-88,San Antonio Spurs,82,19805,3706,7559,49%,133,412,32%,3573,7147,50%,9314,-6735,5%,87-88,87-88 San Antonio Spurs,5.024390244,87.15853659,92.18292683
1988,1987-88,Los Angeles Lakers,82,19805,3576,7078,51%,142,478,30%,3434,6600,52%,9250,-6122,7%,87-88,87-88 Los Angeles Lakers,5.829268293,80.48780488,86.31707317
1988,1987-88,Seattle SuperSonics,82,19855,3544,7443,48%,221,638,35%,3323,6805,49%,9135,-6167,9%,87-88,87-88 Seattle SuperSonics,7.780487805,82.98780488,90.76829268
1988,1987-88,Dallas Mavericks,82,19755,3413,7191,48%,154,526,29%,3259,6665,49%,8960,-6139,7%,87-88,87-88 Dallas Mavericks,6.414634146,81.2804878,87.69512195
1988,1987-88,Detroit Pistons,82,19780,3461,7018,49%,58,202,29%,3403,6816,50%,8957,-6614,3%,87-88,87-88 Detroit Pistons,2.463414634,83.12195122,85.58536585
1988,1987-88,Houston Rockets,82,19680,3465,7354,47%,69,291,24%,3396,7063,48%,8935,-6772,4%,87-88,87-88 Houston Rockets,3.548780488,86.13414634,89.68292683
1988,1987-88,Phoenix Suns,82,19730,3551,7302,49%,118,357,33%,3433,6945,49%,8901,-6588,5%,87-88,87-88 Phoenix Suns,4.353658537,84.69512195,89.04878049
1988,1987-88,Utah Jazz,82,19705,3484,7092,49%,129,404,32%,3355,6688,50%,8899,-6284,6%,87-88,87-88 Utah Jazz,4.926829268,81.56097561,86.48780488
1988,1987-88,Sacramento Kings,82,19780,3458,7337,47%,144,450,32%,3314,6887,48%,8855,-6437,6%,87-88,87-88 Sacramento Kings,5.487804878,83.98780488,89.47560976
1988,1987-88,Atlanta Hawks,82,19780,3443,7102,49%,85,282,30%,3358,6820,49%,8844,-6538,4%,87-88,87-88 Atlanta Hawks,3.43902439,83.17073171,86.6097561
1988,1987-88,Golden State Warriors,82,19780,3463,7404,47%,91,312,29%,3372,7092,48%,8771,-6780,4%,87-88,87-88 Golden State Warriors,3.804878049,86.48780488,90.29268293
1988,1987-88,Milwaukee Bucks,82,19780,3366,7079,48%,133,410,32%,3233,6669,49%,8697,-6259,6%,87-88,87-88 Milwaukee Bucks,5,81.32926829,86.32926829
1988,1987-88,Philadelphia 76ers,82,19905,3214,6785,47%,152,471,32%,3062,6314,49%,8667,-5843,7%,87-88,87-88 Philadelphia 76ers,5.743902439,77,82.74390244
1988,1987-88,New York Knicks,82,19805,3363,7232,47%,179,567,32%,3184,6665,48%,8655,-6098,8%,87-88,87-88 New York Knicks,6.914634146,81.2804878,88.19512195
1988,1987-88,Washington Bullets,82,19880,3355,7164,47%,29,138,21%,3326,7026,47%,8653,-6888,2%,87-88,87-88 Washington Bullets,1.682926829,85.68292683,87.36585366
1988,1987-88,Chicago Bulls,82,19855,3434,7015,49%,56,243,23%,3378,6772,50%,8609,-6529,3%,87-88,87-88 Chicago Bulls,2.963414634,82.58536585,85.54878049
1988,1987-88,Indiana Pacers,82,19705,3436,7154,48%,163,485,34%,3273,6669,49%,8581,-6184,7%,87-88,87-88 Indiana Pacers,5.914634146,81.32926829,87.24390244
1988,1987-88,Cleveland Cavaliers,82,19780,3313,6755,49%,127,336,38%,3186,6419,50%,8566,-6083,5%,87-88,87-88 Cleveland Cavaliers,4.097560976,78.2804878,82.37804878
1988,1987-88,New Jersey Nets,82,19780,3208,6857,47%,137,455,30%,3071,6402,48%,8235,-5947,7%,87-88,87-88 New Jersey Nets,5.548780488,78.07317073,83.62195122
1988,1987-88,Los Angeles Clippers,82,19805,3190,7194,44%,79,317,25%,3111,6877,45%,8103,-6560,4%,87-88,87-88 Los Angeles Clippers,3.865853659,83.86585366,87.73170732
1987,1986-87,Portland Trail Blazers,82,19805,3650,7249,50%,98,339,29%,3552,6910,51%,9667,-6571,5%,86-87,86-87 Portland Trail Blazers,4.134146341,84.26829268,88.40243902
1987,1986-87,Los Angeles Lakers,82,19730,3740,7245,52%,164,447,37%,3576,6798,53%,9656,-6351,6%,86-87,86-87 Los Angeles Lakers,5.451219512,82.90243902,88.35365854
1987,1986-87,Denver Nuggets,82,19780,3744,7951,47%,106,391,27%,3638,7560,48%,9569,-7169,5%,86-87,86-87 Denver Nuggets,4.768292683,92.19512195,96.96341463
1987,1986-87,Dallas Mavericks,82,19880,3594,7373,49%,231,653,35%,3363,6720,50%,9567,-6067,9%,86-87,86-87 Dallas Mavericks,7.963414634,81.95121951,89.91463415
1987,1986-87,Seattle SuperSonics,82,19855,3593,7451,48%,191,571,34%,3402,6880,49%,9325,-6309,8%,86-87,86-87 Seattle SuperSonics,6.963414634,83.90243902,90.86585366
1987,1986-87,Boston Celtics,82,19805,3645,7051,52%,207,565,37%,3438,6486,53%,9237,-5921,8%,86-87,86-87 Boston Celtics,6.890243902,79.09756098,85.98780488
1987,1986-87,Golden State Warriors,82,19905,3551,7412,48%,116,364,32%,3435,7048,49%,9188,-6684,5%,86-87,86-87 Golden State Warriors,4.43902439,85.95121951,90.3902439
1987,1986-87,Detroit Pistons,82,19830,3544,7237,49%,39,169,23%,3505,7068,50%,9118,-6899,2%,86-87,86-87 Detroit Pistons,2.06097561,86.19512195,88.25609756
1987,1986-87,Phoenix Suns,82,19855,3575,7190,50%,61,252,24%,3514,6938,51%,9111,-6686,4%,86-87,86-87 Phoenix Suns,3.073170732,84.6097561,87.68292683
1987,1986-87,Sacramento Kings,82,19780,3522,7413,48%,77,307,25%,3445,7106,49%,9095,-6799,4%,86-87,86-87 Sacramento Kings,3.743902439,86.65853659,90.40243902
1987,1986-87,Milwaukee Bucks,82,19780,3457,7282,48%,185,572,32%,3272,6710,49%,9052,-6138,8%,86-87,86-87 Milwaukee Bucks,6.975609756,81.82926829,88.80487805
1987,1986-87,Atlanta Hawks,82,19730,3435,7141,48%,135,425,32%,3300,6716,49%,9024,-6291,6%,86-87,86-87 Atlanta Hawks,5.182926829,81.90243902,87.08536585
1987,1986-87,New Jersey Nets,82,19855,3374,7083,48%,145,449,32%,3229,6634,49%,8893,-6185,6%,86-87,86-87 New Jersey Nets,5.475609756,80.90243902,86.37804878
