Year,Season,Team,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,PTS,Diff,3pt_attempt_pct,year2,season_team,avg_3pt_attempted_per_game,avg_2pt_att_per_game,avg_fg_per_game
2008,2007-08,Sacramento Kings,82,19830,3043,6558,46%,510,1367,37%,2533,5191,49%,8408,-3824,21%,07-08,07-08 Sacramento Kings,16.67073171,63.30487805,79.97560976
2008,2007-08,New Orleans Hornets,82,19805,3164,6796,47%,630,1621,39%,2534,5175,49%,8270,-3554,24%,07-08,07-08 New Orleans Hornets,19.76829268,63.1097561,82.87804878
2008,2007-08,Memphis Grizzlies,82,19805,3060,6737,45%,620,1779,35%,2440,4958,49%,8257,-3179,26%,07-08,07-08 Memphis Grizzlies,21.69512195,60.46341463,82.15853659
2008,2007-08,Boston Celtics,82,19755,2986,6286,48%,596,1564,38%,2390,4722,51%,8245,-3158,25%,07-08,07-08 Boston Celtics,19.07317073,57.58536585,76.65853659
2008,2007-08,Dallas Mavericks,82,19730,3025,6515,46%,494,1403,35%,2531,5112,50%,8234,-3709,22%,07-08,07-08 Dallas Mavericks,17.1097561,62.34146341,79.45121951
2008,2007-08,Toronto Raptors,82,19830,3148,6726,47%,572,1459,39%,2576,5267,49%,8215,-3808,22%,07-08,07-08 Toronto Raptors,17.79268293,64.23170732,82.02439024
2008,2007-08,Washington Wizards,82,19905,2986,6695,45%,575,1614,36%,2411,5081,48%,8104,-3467,24%,07-08,07-08 Washington Wizards,19.68292683,61.96341463,81.64634146
2008,2007-08,Atlanta Hawks,82,19855,2975,6552,45%,384,1078,36%,2591,5474,47%,8054,-4396,16%,07-08,07-08 Atlanta Hawks,13.14634146,66.75609756,79.90243902
2008,2007-08,Seattle SuperSonics,82,19830,3125,7032,44%,313,939,33%,2812,6093,46%,7999,-5154,13%,07-08,07-08 Seattle SuperSonics,11.45121951,74.30487805,85.75609756
2008,2007-08,Detroit Pistons,82,19730,2999,6551,46%,487,1330,37%,2512,5221,48%,7992,-3891,20%,07-08,07-08 Detroit Pistons,16.2195122,63.67073171,79.8902439
2008,2007-08,Chicago Bulls,82,19805,2987,6861,44%,474,1305,36%,2513,5556,45%,7981,-4251,19%,07-08,07-08 Chicago Bulls,15.91463415,67.75609756,83.67073171
2008,2007-08,Charlotte Bobcats,82,19880,2960,6554,45%,529,1443,37%,2431,5111,48%,7959,-3668,22%,07-08,07-08 Charlotte Bobcats,17.59756098,62.32926829,79.92682927
2008,2007-08,Milwaukee Bucks,82,19855,3026,6745,45%,452,1313,34%,2574,5432,47%,7956,-4119,19%,07-08,07-08 Milwaukee Bucks,16.01219512,66.24390244,82.25609756
2008,2007-08,New York Knicks,82,19880,2967,6757,44%,490,1454,34%,2477,5303,47%,7948,-3849,22%,07-08,07-08 New York Knicks,17.73170732,64.67073171,82.40243902
2008,2007-08,Houston Rockets,82,19730,3003,6698,45%,583,1707,34%,2420,4991,49%,7931,-3284,25%,07-08,07-08 Houston Rockets,20.81707317,60.86585366,81.68292683
2008,2007-08,Philadelphia 76ers,82,19755,3056,6648,46%,302,952,32%,2754,5696,48%,7923,-4744,14%,07-08,07-08 Philadelphia 76ers,11.6097561,69.46341463,81.07317073
2008,2007-08,Cleveland Cavaliers,82,19855,2937,6697,44%,552,1544,36%,2385,5153,46%,7903,-3609,23%,07-08,07-08 Cleveland Cavaliers,18.82926829,62.84146341,81.67073171
2008,2007-08,New Jersey Nets,82,19830,2856,6450,44%,498,1430,35%,2358,5020,47%,7857,-3590,22%,07-08,07-08 New Jersey Nets,17.43902439,61.2195122,78.65853659
2008,2007-08,Minnesota Timberwolves,82,19730,3076,6817,45%,441,1259,35%,2635,5558,47%,7839,-4299,18%,07-08,07-08 Minnesota Timberwolves,15.35365854,67.7804878,83.13414634
2008,2007-08,Portland Trail Blazers,82,19905,2935,6546,45%,538,1426,38%,2397,5120,47%,7820,-3694,22%,07-08,07-08 Portland Trail Blazers,17.3902439,62.43902439,79.82926829
2008,2007-08,San Antonio Spurs,82,19730,2938,6424,46%,594,1610,37%,2344,4814,49%,7820,-3204,25%,07-08,07-08 San Antonio Spurs,19.63414634,58.70731707,78.34146341
2008,2007-08,Los Angeles Clippers,82,19805,2820,6445,44%,350,1079,32%,2470,5366,46%,7692,-4287,17%,07-08,07-08 Los Angeles Clippers,13.15853659,65.43902439,78.59756098
2008,2007-08,Miami Heat,82,19830,2808,6336,44%,491,1373,36%,2317,4963,47%,7491,-3590,22%,07-08,07-08 Miami Heat,16.74390244,60.52439024,77.26829268
2007,2006-07,Phoenix Suns,82,19905,3388,6855,49%,785,1965,40%,2603,4890,53%,9037,-2925,29%,06-07,06-07 Phoenix Suns,23.96341463,59.63414634,83.59756098
2007,2006-07,Golden State Warriors,82,19755,3261,7048,46%,700,1967,36%,2561,5081,50%,8737,-3114,28%,06-07,06-07 Golden State Warriors,23.98780488,61.96341463,85.95121951
2007,2006-07,Denver Nuggets,82,19780,3164,6805,47%,484,1440,34%,2680,5365,50%,8639,-3925,21%,06-07,06-07 Denver Nuggets,17.56097561,65.42682927,82.98780488
2007,2006-07,Washington Wizards,82,19830,3070,6820,45%,561,1614,35%,2509,5206,48%,8556,-3592,24%,06-07,06-07 Washington Wizards,19.68292683,63.48780488,83.17073171
2007,2006-07,Los Angeles Lakers,82,20030,3103,6664,47%,608,1724,35%,2495,4940,51%,8474,-3216,26%,06-07,06-07 Los Angeles Lakers,21.02439024,60.24390244,81.26829268
2007,2006-07,Memphis Grizzlies,82,19980,2998,6448,47%,500,1362,37%,2498,5086,49%,8331,-3724,21%,06-07,06-07 Memphis Grizzlies,16.6097561,62.02439024,78.63414634
2007,2006-07,Utah Jazz,82,19805,3069,6471,47%,354,1056,34%,2715,5415,50%,8322,-4359,16%,06-07,06-07 Utah Jazz,12.87804878,66.03658537,78.91463415
2007,2006-07,Sacramento Kings,82,19805,2941,6532,45%,530,1513,35%,2411,5019,48%,8303,-3506,23%,06-07,06-07 Sacramento Kings,18.45121951,61.20731707,79.65853659
2007,2006-07,Dallas Mavericks,82,19755,3010,6442,47%,535,1404,38%,2475,5038,49%,8201,-3634,22%,06-07,06-07 Dallas Mavericks,17.12195122,61.43902439,78.56097561
2007,2006-07,Milwaukee Bucks,82,19855,3121,6714,47%,524,1472,36%,2597,5242,50%,8172,-3770,22%,06-07,06-07 Milwaukee Bucks,17.95121951,63.92682927,81.87804878
2007,2006-07,Toronto Raptors,82,19755,3032,6547,46%,531,1464,36%,2501,5083,49%,8157,-3619,22%,06-07,06-07 Toronto Raptors,17.85365854,61.98780488,79.84146341
2007,2006-07,Seattle SuperSonics,82,19830,3047,6628,46%,525,1451,36%,2522,5177,49%,8130,-3726,22%,06-07,06-07 Seattle SuperSonics,17.69512195,63.13414634,80.82926829
2007,2006-07,Chicago Bulls,82,19780,3046,6663,46%,480,1237,39%,2566,5426,47%,8100,-4189,19%,06-07,06-07 Chicago Bulls,15.08536585,66.17073171,81.25609756
2007,2006-07,San Antonio Spurs,82,19780,2999,6328,47%,595,1561,38%,2404,4767,50%,8079,-3206,25%,06-07,06-07 San Antonio Spurs,19.03658537,58.13414634,77.17073171
2007,2006-07,New Jersey Nets,82,19880,2913,6379,46%,609,1676,36%,2304,4703,49%,8001,-3027,26%,06-07,06-07 New Jersey Nets,20.43902439,57.35365854,77.79268293
2007,2006-07,New York Knicks,82,20005,2903,6356,46%,474,1370,35%,2429,4986,49%,7994,-3616,22%,06-07,06-07 New York Knicks,16.70731707,60.80487805,77.51219512
2007,2006-07,Houston Rockets,82,19855,2906,6528,45%,705,1893,37%,2201,4635,48%,7953,-2742,29%,06-07,06-07 Houston Rockets,23.08536585,56.52439024,79.6097561
2007,2006-07,Charlotte Bobcats,82,20005,2960,6643,45%,457,1280,36%,2503,5363,47%,7945,-4083,19%,06-07,06-07 Charlotte Bobcats,15.6097561,65.40243902,81.01219512
2007,2006-07,Cleveland Cavaliers,82,19880,2978,6658,45%,494,1404,35%,2484,5254,47%,7934,-3850,21%,06-07,06-07 Cleveland Cavaliers,17.12195122,64.07317073,81.19512195
2007,2006-07,Minnesota Timberwolves,82,20005,2997,6503,46%,384,1089,35%,2613,5414,48%,7877,-4325,17%,06-07,06-07 Minnesota Timberwolves,13.2804878,66.02439024,79.30487805
2007,2006-07,Detroit Pistons,82,19880,2942,6484,45%,449,1305,34%,2493,5179,48%,7872,-3874,20%,06-07,06-07 Detroit Pistons,15.91463415,63.15853659,79.07317073
2007,2006-07,Boston Celtics,82,19855,2858,6454,44%,471,1283,37%,2387,5171,46%,7857,-3888,20%,06-07,06-07 Boston Celtics,15.64634146,63.06097561,78.70731707
2007,2006-07,Los Angeles Clippers,82,19730,2880,6318,46%,314,903,35%,2566,5415,47%,7843,-4512,14%,06-07,06-07 Los Angeles Clippers,11.01219512,66.03658537,77.04878049
2007,2006-07,Indiana Pacers,82,19780,2872,6561,44%,481,1389,35%,2391,5172,46%,7840,-3783,21%,06-07,06-07 Indiana Pacers,16.93902439,63.07317073,80.01219512
2007,2006-07,New Orleans/Oklahoma City Hornets,82,19880,2971,6674,45%,455,1256,36%,2516,5418,46%,7833,-4162,19%,06-07,06-07 New Orleans/Oklahoma City Hornets,15.31707317,66.07317073,81.3902439
2007,2006-07,Philadelphia 76ers,82,19880,2932,6408,46%,284,823,35%,2648,5585,47%,7785,-4762,13%,06-07,06-07 Philadelphia 76ers,10.03658537,68.1097561,78.14634146
2007,2006-07,Orlando Magic,82,19780,2875,6090,47%,342,962,36%,2533,5128,49%,7771,-4166,16%,06-07,06-07 Orlando Magic,11.73170732,62.53658537,74.26829268
2007,2006-07,Miami Heat,82,19855,2919,6288,46%,528,1539,34%,2391,4749,50%,7759,-3210,24%,06-07,06-07 Miami Heat,18.76829268,57.91463415,76.68292683
2007,2006-07,Portland Trail Blazers,82,19955,2874,6392,45%,426,1232,35%,2448,5160,47%,7717,-3928,19%,06-07,06-07 Portland Trail Blazers,15.02439024,62.92682927,77.95121951
2007,2006-07,Atlanta Hawks,82,19880,2831,6372,44%,341,1038,33%,2490,5334,47%,7680,-4296,16%,06-07,06-07 Atlanta Hawks,12.65853659,65.04878049,77.70731707
2006,2005-06,Phoenix Suns,82,19955,3430,7167,48%,837,2097,40%,2593,5070,51%,8886,-2973,29%,05-06,05-06 Phoenix Suns,25.57317073,61.82926829,87.40243902
2006,2005-06,Seattle SuperSonics,82,19830,3077,6711,46%,605,1631,37%,2472,5080,49%,8411,-3449,24%,05-06,05-06 Seattle SuperSonics,19.8902439,61.95121951,81.84146341
2006,2005-06,Washington Wizards,82,19830,2975,6656,45%,497,1394,36%,2478,5262,47%,8336,-3868,21%,05-06,05-06 Washington Wizards,17,64.17073171,81.17073171
2006,2005-06,Toronto Raptors,82,19955,3013,6639,45%,608,1620,38%,2405,5019,48%,8287,-3399,24%,05-06,05-06 Toronto Raptors,19.75609756,61.20731707,80.96341463
2006,2005-06,Denver Nuggets,82,19930,3078,6672,46%,350,1076,33%,2728,5596,49%,8227,-4520,16%,05-06,05-06 Denver Nuggets,13.12195122,68.24390244,81.36585366
2006,2005-06,Miami Heat,82,19755,3039,6355,48%,497,1441,35%,2542,4914,52%,8191,-3473,23%,05-06,05-06 Miami Heat,17.57317073,59.92682927,77.5
2006,2005-06,Los Angeles Lakers,82,19855,2992,6607,45%,552,1583,35%,2440,5024,49%,8154,-3441,24%,05-06,05-06 Los Angeles Lakers,19.30487805,61.26829268,80.57317073
2006,2005-06,Philadelphia 76ers,82,19905,3001,6546,46%,375,1031,36%,2626,5515,48%,8147,-4484,16%,05-06,05-06 Philadelphia 76ers,12.57317073,67.25609756,79.82926829
2006,2005-06,Dallas Mavericks,82,19880,2948,6375,46%,416,1113,37%,2532,5262,48%,8130,-4149,17%,05-06,05-06 Dallas Mavericks,13.57317073,64.17073171,77.74390244
2006,2005-06,Sacramento Kings,82,19830,2954,6500,45%,494,1408,35%,2460,5092,48%,8106,-3684,22%,05-06,05-06 Sacramento Kings,17.17073171,62.09756098,79.26829268
2006,2005-06,Golden State Warriors,82,19830,2939,6785,43%,625,1832,34%,2314,4953,47%,8076,-3121,27%,05-06,05-06 Golden State Warriors,22.34146341,60.40243902,82.74390244
2006,2005-06,Boston Celtics,82,19880,2951,6322,47%,467,1290,36%,2484,5032,49%,8033,-3742,20%,05-06,05-06 Boston Celtics,15.73170732,61.36585366,77.09756098
2006,2005-06,Milwaukee Bucks,82,19855,2976,6566,45%,507,1335,38%,2469,5231,47%,8020,-3896,20%,05-06,05-06 Milwaukee Bucks,16.2804878,63.79268293,80.07317073
2006,2005-06,Chicago Bulls,82,19905,3004,6737,45%,560,1477,38%,2444,5260,47%,8020,-3783,22%,05-06,05-06 Chicago Bulls,18.01219512,64.14634146,82.15853659
2006,2005-06,Cleveland Cavaliers,82,19830,2908,6412,45%,497,1465,34%,2411,4947,49%,8002,-3482,23%,05-06,05-06 Cleveland Cavaliers,17.86585366,60.32926829,78.19512195
2006,2005-06,Atlanta Hawks,82,19880,2946,6496,45%,424,1154,37%,2522,5342,47%,7972,-4188,18%,05-06,05-06 Atlanta Hawks,14.07317073,65.14634146,79.2195122
2006,2005-06,Los Angeles Clippers,82,19805,2993,6443,47%,290,843,34%,2703,5600,48%,7970,-4757,13%,05-06,05-06 Los Angeles Clippers,10.2804878,68.29268293,78.57317073
2006,2005-06,Charlotte Bobcats,82,19905,2961,6843,43%,428,1261,34%,2533,5582,45%,7943,-4321,18%,05-06,05-06 Charlotte Bobcats,15.37804878,68.07317073,83.45121951
2006,2005-06,Detroit Pistons,82,19830,2983,6558,46%,557,1451,38%,2426,5107,48%,7941,-3656,22%,05-06,05-06 Detroit Pistons,17.69512195,62.2804878,79.97560976
2006,2005-06,New York Knicks,82,19930,2822,6206,46%,320,884,36%,2502,5322,47%,7842,-4438,14%,05-06,05-06 New York Knicks,10.7804878,64.90243902,75.68292683
2006,2005-06,San Antonio Spurs,82,19805,2993,6342,47%,524,1362,39%,2469,4980,50%,7837,-3618,21%,05-06,05-06 San Antonio Spurs,16.6097561,60.73170732,77.34146341
2006,2005-06,Orlando Magic,82,19905,2911,6167,47%,299,796,38%,2612,5371,49%,7784,-4575,13%,05-06,05-06 Orlando Magic,9.707317073,65.5,75.20731707
2006,2005-06,Indiana Pacers,82,19730,2786,6274,44%,536,1536,35%,2250,4738,48%,7699,-3202,24%,05-06,05-06 Indiana Pacers,18.73170732,57.7804878,76.51219512
2006,2005-06,New Jersey Nets,82,19780,2778,6317,44%,477,1447,33%,2301,4870,47%,7691,-3423,23%,05-06,05-06 New Jersey Nets,17.64634146,59.3902439,77.03658537
2006,2005-06,New Orleans/Oklahoma City Hornets,82,19805,2831,6428,44%,300,885,34%,2531,5543,46%,7611,-4658,14%,05-06,05-06 New Orleans/Oklahoma City Hornets,10.79268293,67.59756098,78.3902439
2006,2005-06,Utah Jazz,82,19880,2744,6207,44%,311,925,34%,2433,5282,46%,7573,-4357,15%,05-06,05-06 Utah Jazz,11.2804878,64.41463415,75.69512195
2006,2005-06,Memphis Grizzlies,82,19855,2746,6125,45%,590,1578,37%,2156,4547,47%,7558,-2969,26%,05-06,05-06 Memphis Grizzlies,19.24390244,55.45121951,74.69512195
2006,2005-06,Minnesota Timberwolves,82,19855,2888,6340,46%,310,942,33%,2578,5398,48%,7522,-4456,15%,05-06,05-06 Minnesota Timberwolves,11.48780488,65.82926829,77.31707317
2006,2005-06,Houston Rockets,82,19830,2708,6252,43%,469,1414,33%,2239,4838,46%,7387,-3424,23%,05-06,05-06 Houston Rockets,17.24390244,59,76.24390244
2006,2005-06,Portland Trail Blazers,82,19730,2791,6267,45%,364,1042,35%,2427,5225,46%,7285,-4183,17%,05-06,05-06 Portland Trail Blazers,12.70731707,63.7195122,76.42682927
2004,2003-04,Dallas Mavericks,82,19805,3322,7230,46%,507,1456,35%,2815,5774,49%,8626,-4318,20%,03-04,03-04 Dallas Mavericks,17.75609756,70.41463415,88.17073171
2004,2003-04,Sacramento Kings,82,19780,3103,6711,46%,601,1498,40%,2502,5213,48%,8433,-3715,22%,03-04,03-04 Sacramento Kings,18.26829268,63.57317073,81.84146341
2004,2003-04,Los Angeles Lakers,82,19855,3028,6676,45%,365,1115,33%,2663,5561,48%,8052,-4446,17%,03-04,03-04 Los Angeles Lakers,13.59756098,67.81707317,81.41463415
2004,2003-04,Milwaukee Bucks,82,19780,2970,6650,45%,401,1145,35%,2569,5505,47%,8039,-4360,17%,03-04,03-04 Milwaukee Bucks,13.96341463,67.13414634,81.09756098
2004,2003-04,Denver Nuggets,82,19730,2993,6763,44%,331,985,34%,2662,5778,46%,7972,-4793,15%,03-04,03-04 Denver Nuggets,12.01219512,70.46341463,82.47560976
2004,2003-04,Seattle SuperSonics,82,19805,2939,6590,45%,723,1936,37%,2216,4654,48%,7964,-2718,29%,03-04,03-04 Seattle SuperSonics,23.6097561,56.75609756,80.36585366
2004,2003-04,Memphis Grizzlies,82,19880,2963,6657,45%,447,1314,34%,2516,5343,47%,7930,-4029,20%,03-04,03-04 Memphis Grizzlies,16.02439024,65.15853659,81.18292683
2004,2003-04,Boston Celtics,82,19705,2843,6415,44%,553,1599,35%,2290,4816,48%,7811,-3217,25%,03-04,03-04 Boston Celtics,19.5,58.73170732,78.23170732
2004,2003-04,Los Angeles Clippers,82,19805,2817,6579,43%,329,1024,32%,2488,5555,45%,7771,-4531,16%,03-04,03-04 Los Angeles Clippers,12.48780488,67.74390244,80.23170732
2004,2003-04,Minnesota Timberwolves,82,19755,3033,6571,46%,326,897,36%,2707,5674,48%,7753,-4777,14%,03-04,03-04 Minnesota Timberwolves,10.93902439,69.19512195,80.13414634
2004,2003-04,Phoenix Suns,82,19730,2958,6671,44%,415,1202,35%,2543,5469,47%,7723,-4267,18%,03-04,03-04 Phoenix Suns,14.65853659,66.69512195,81.35365854
2004,2003-04,Orlando Magic,82,19830,2904,6768,43%,429,1248,34%,2475,5520,45%,7711,-4272,18%,03-04,03-04 Orlando Magic,15.2195122,67.31707317,82.53658537
2004,2003-04,Golden State Warriors,82,19855,2875,6511,44%,429,1283,33%,2446,5228,47%,7649,-3945,20%,03-04,03-04 Golden State Warriors,15.64634146,63.75609756,79.40243902
2004,2003-04,Cleveland Cavaliers,82,19855,2922,6753,43%,247,786,31%,2675,5967,45%,7619,-5181,12%,03-04,03-04 Cleveland Cavaliers,9.585365854,72.76829268,82.35365854
2004,2003-04,Atlanta Hawks,82,19905,2829,6529,43%,419,1249,34%,2410,5280,46%,7611,-4031,19%,03-04,03-04 Atlanta Hawks,15.23170732,64.3902439,79.62195122
2004,2003-04,New York Knicks,82,19880,2881,6513,44%,406,1115,36%,2475,5398,46%,7542,-4283,17%,03-04,03-04 New York Knicks,13.59756098,65.82926829,79.42682927
